Name,Release_Year,Genres,Review_Score,Avg_Main_Story,Avg_Main_+_Extras,Avg_Completionist,Avg_All_PlayStyles,Speedrun_Avg,Speedrun_Fastest,Speedrun_Slowest,Primary_Genre
Ethereal Legends,2017.0,,0,,,,,,,,
Steel Armor: Blaze of War,2015.0,Simulation,0,,,,,,,,Simulation
Co-Co CORN MAFIA,2017.0,,60,,,1.8,1.8,,,,
Time Waits for Nobody,2017.0,"First-Person, Adventure",20,,,,,,,,Adventure
Underwater Lullabies,2021.0,"Side, Music/Rhythm",0,,,,,,,,Music/Rhythm
The Divine Paradox,2016.0,Role-Playing,20,,,,,,,,Role-Playing
Lop Nor Zombie,2016.0,"Virtual Reality, Action, Adventure",0,,,,,,,,Adventure
Ten Trials of Babel: The Doppelganger Maze,2022.0,Role-Playing,0,4.0,,10.05,8.03,,,,Role-Playing
Samurai Warriors 4: Empires,2016.0,,69,21.87,31.9,42.45,32.05,,,,
Magna Braban: Henreki no Yusha,1994.0,Role-Playing,60,18.03,,,18.03,,,,Role-Playing
Vee Is Calling,2016.0,Simulation,20,0.03,,,0.03,,,,Simulation
Project G,2016.0,"Scrolling, Shooter",0,3.5,4.0,,3.75,,,,Shooter
Oppai Odyssey,2020.0,,0,,,,,,,,
Elite CommandAR: Last Hope,2012.0,"Action, Adventure, Shooter",0,,,,,,,,Adventure
Christmas Cat,,,80,0.27,,,0.27,,,,
Wrath of the Demon,,,0,,,,,,,,
Rider,2017.0,"Side, Arcade, Racing/Driving",70,13.0,,,13.0,,,,Arcade
Dandy: Zeuon No Fukkatsu,1988.0,"Action, Role-Playing",0,,,,,,,,Action
Yukibana -Kira-,2002.0,Visual Novel,0,,,,,,,,Visual Novel
Puzzle - LINES AND KNOTS,2020.0,Puzzle,65,,,4.92,4.92,,,,Puzzle
Boundary,,,60,,,,,,,,
Tomena Sanner,2010.0,Action,80,,,,,,,,Action
The Bookshelf Limbo,2020.0,,90,0.22,,,0.22,,,,
Outside,2019.0,"First-Person, Horror, Survival",0,,,,,,,,Horror
Rock 'n Rage,,Beat em Up,50,0.62,,,0.62,,,,Beat em Up
Rocket Ranger,,Action,60,,,,,,,,Action
Personal Fitness for Men,,,0,,,,,,,,
Money Tree,,Puzzle,0,,,,,,,,Puzzle
Connor's Desert Adventure,2019.0,"Side, Scrolling, Arcade",20,,,0.03,0.03,,,,Arcade
Swamp Attack,2014.0,Tower Defense,70,,,,,,,,Tower Defense
Dikembe Mutombo's 4 1/2 Weeks to Save the World,,,0,,,,,,,,
Hytale,,,0,,,,,,,,
Banzo - Marks of Slavery,2018.0,,70,,1.82,,1.82,,,,
Pigeon Pop,,,70,1.78,,,1.78,,,,
Project:surviving,2017.0,,25,,,0.47,0.47,,,,
Pixel Girl,2018.0,"Action, Role-Playing",0,,,,,,,,Action
Azurael's Circle: Chapter 1,2018.0,"Adventure, Horror",0,0.33,,,0.33,,,,Horror
Unknown,2022.0,"Top-Down, Horror",0,,,,,,,,Horror
Atomic 79,2017.0,"First-Person, Real-Time, Shooter",0,,,,,,,,Shooter
Quick Draw,2017.0,"Virtual Reality, Action",0,,,,,,,,Action
Avani: The Primal Land,2020.0,Survival,0,,,,,,,,Survival
Beyond the Ice Palace,,"Action, Platform",0,,,,,,,,Action
Epic Battle Fantasy,,Role-Playing,64,1.12,1.38,1.48,1.3,,,,Role-Playing
War Mines: WW1,2021.0,Puzzle,50,,,0.6,0.6,,,,Puzzle
Jewel Quest Mysteries,,,0,,,,,,,,
Soukoban,,,0,,,,,,,,
Space Ship: The Game,2018.0,,0,,,,,,,,
Kung-Fu High Impact,2011.0,Beat em Up,65,,2.67,4.18,3.42,,,,Beat em Up
A Sound of Thunder,2004.0,"Action, Adventure, Survival Horror",35,3.43,,2.0,3.07,,,,Horror
One Snack Please,2014.0,Simulation,0,,,,,,,,Simulation
The Hybrid Front,1994.0,Strategy/Tactical,0,,,,,,,,Strategy/Tactical
Were|House,2020.0,,0,,,,,,,,
2400 A.D.,,"Top-Down, Turn-Based, Role-Playing",10,0.05,8.0,,4.02,,,,Top-Down
Nervous Brickdown,2007.0,Breakout,60,8.0,,,8.0,,,,Breakout
Undead Legions II,2018.0,"Action, Role-Playing",50,,,,,,,,Action
Skybride,2020.0,,0,,,,,,,,
Ring King,,Sports,80,,,,,,,,Sports
Rogue Rocks,2019.0,,0,0.75,,,0.75,,,,
Macross 30: Voices Across the Galaxy,2013.0,,0,20.0,23.0,100.0,47.67,,,,
Dragon Buster,,"Action, Platform",30,2.38,,,2.38,,,,Action
Korix,2017.0,"Virtual Reality, Tower Defense",0,,,,,,,,Virtual Reality
Critical Path,,"Adventure, Full Motion Video (FMV)",20,,,0.57,0.57,,,,Adventure
Succubox,,"Incremental, Point-and-Click",60,,,,,,,,Incremental
Welcome To Bummertown,2018.0,,0,,,,,,,,
Azurael's Circle: Chapter 2,2018.0,Adventure,0,1.6,,,1.6,,,,Adventure
Ittle Dew and the Lost Sidekick,,"Top-Down, Action, Adventure, Puzzle",60,,,1.35,1.35,,,,Adventure
Ongaku,2015.0,,0,18.0,,,18.0,,,,
Creekside Creep Invasion,2017.0,"Action, Roguelike",0,,,,,,,,Action
The Mystery of Atlantis,1986.0,Platform,0,,,,,,,,Platform
Sakura-Sou no Pet na Kanojo,2013.0,Adventure,0,30.0,,,30.0,,,,Adventure
Impossible Geometry,2016.0,Platform,0,,,,,,,,Platform
DX Jinsei Game,1995.0,Board Game,0,,,,,,,,Board Game
Castle Conqueror Defender,2014.0,"Real-Time, Strategy",0,,,,,,,,Real-Time
US Navy Fighters:,1994.0,Simulation,0,,,,,,,,Simulation
Block Survival: Legend of the Lost Islands,2017.0,"Action, Adventure",0,,,,,,,,Adventure
Douche Bag,2017.0,Adventure,0,,,,,,,,Adventure
Colonial Conquest,2015.0,Strategy,0,,,,,,,,Strategy
Belzerion,1994.0,"First-Person, Adventure",50,3.0,,,3.0,,,,Adventure
Gunfright,,"Action, Adventure",40,1.02,0.77,1.57,1.17,,,,Adventure
"Patience, my Patients",2019.0,,0,,,,,,,,
The Incredible Toon Machine,,Puzzle,70,,,,,,,,Puzzle
The Cosmos is MINE!,2015.0,Strategy,0,,,,,,,,Strategy
Delude - Succubus Prison,2017.0,,0,,,,,,,,
Summer Sweetheart,2019.0,Visual Novel,60,18.82,,,18.82,,,,Visual Novel
Fuun Bakumatsuden,2005.0,Action,0,,,,,,,,Action
Hotshot,,,0,,,,,,,,
Jewel Quest Mysteries: Curse of the Emerald Tear,,Hidden Object,0,7.5,,,7.5,,,,Hidden Object
Sparkle,,Puzzle,60,5.0,,,5.0,,,,Puzzle
STARTAG,,Strategy,70,,,,,,,,Strategy
Taxi Racer London 2,2004.0,"Third-Person, Racing/Driving, Simulation",20,,,,,,,,Racing/Driving
Cryptozookeeper,2018.0,"Text, Adventure",0,,,,,,,,Adventure
Otome The Exorcist,2020.0,Role-Playing,70,,17.38,,17.38,,,,Role-Playing
Rance 4.1: Okusuri Koujou o Sukue!,,"Text, Top-Down, Adventure, Role-Playing, Visual Novel",53,2.75,2.15,,2.45,,,,Adventure
Gyakuten!! Puzzle Bancho,,Puzzle,60,,,2.68,2.68,,,,Puzzle
Motocross,,,0,,,,,,,,
The Time Warp of Dr. Brain,1996.0,Puzzle,80,,,,,,,,Puzzle
Scorpion Psychiatrists of Saturn,,,80,0.23,,,0.23,,,,
Obscure: Challenge Your Mind,2017.0,"Platform, Puzzle",50,,,2.57,2.57,,,,Platform
SmashZombies,2017.0,Racing/Driving,0,0.02,,0.1,0.05,,,,Racing/Driving
Logica Emotica,2022.0,"Side, Puzzle",67,1.08,,1.48,1.35,,,,Puzzle
Tesla's Best Friend,2016.0,Platform,65,,,4.25,4.25,,,,Platform
Robin Lloyd no Bouken,2000.0,Adventure,60,4.0,,,4.0,,,,Adventure
The Wire,2016.0,"Virtual Reality, Puzzle",0,,,,,,,,Puzzle
Kamaitachi no Yoru 2,2002.0,Adventure,0,,,,,,,,Adventure
Swimmer Admiration,2022.0,Visual Novel,50,1.58,3.5,4.0,2.67,,,,Visual Novel
The Ice-Bound Concordance,2016.0,,0,,,,,,,,
Tangram,,Puzzle,0,,,,,,,,Puzzle
Cov Shooter,2021.0,Action,0,,,,,,,,Action
Shogun: Total War - The Mongol Invasion,2001.0,"Real-Time, Turn-Based, Strategy, Tactical",70,5.78,8.0,,6.52,,,,Real-Time
Diamon Jones: Eye of the Dragon,2009.0,"Third-Person, Adventure",0,,,,,,,,Adventure
Maidens of the Ocean Solitaire,2020.0,Card Game,0,,,,,,,,Card Game
Sekaiju: Yggdrasil,2015.0,Visual Novel,0,,,,,,,,Visual Novel
MasterChef: Let's Cook!,2021.0,Simulation,0,,,,,,,,Simulation
Drain Mania,,"Action, Arcade",0,,,,,,,,Action
War Mines: WW2,2021.0,Puzzle,50,,,0.65,0.65,,,,Puzzle
Red Crow Mysteries: Legion,2015.0,"Point-and-Click, Hidden Object",40,2.35,,2.0,2.27,,,,Point-and-Click
Space Mountain,,"Scrolling, Shooter",40,0.57,,,0.57,,,,Shooter
Snoopy and the Red Baron,,"Side, Action, Adventure",90,,,,,,,,Adventure
John Elway's Quarterback,,Sports,50,0.3,,,0.3,,,,Sports
Fisher-Price: Perfect Fit,1990.0,Educational,44,0.13,0.13,0.12,0.12,0.05,0.05,0.05,Educational
Hanse: The Hanseatic League,2018.0,,0,,,,,,,,
Metropolisim,,"City-Building, Simulation",0,,,,,,,,City-Building
Umihara Kawase Fresh!,2019.0,"Side, Scrolling, Action, Puzzle",0,15.47,11.0,,13.23,,,,Action
Cardinal Quest,,"Action, Role-Playing",55,1.03,,,1.03,,,,Action
Super Golf 2018,2018.0,Sports,0,,,,,,,,Sports
Boppin',1992.0,Puzzle,0,,,,,,,,Puzzle
Aces of the Air,2002.0,"Action, Flight, Simulation",35,2.23,,,2.23,,,,Action
Owl Watch,2018.0,Adventure,53,0.25,0.18,0.23,0.23,,,,Adventure
Hotel Transylvania 3: Monsters Overboard,2018.0,,53,,,7.53,7.53,,,,
Vintage Hero,2017.0,"Action, Platform",80,1.87,,,1.87,,,,Action
Captain Successor,,"Top-Down, Shooter",0,,,,,,,,Shooter
Wangan Dead Heat + Real Arrange,1996.0,Racing/Driving,0,,,,,,,,Racing/Driving
A Dream For Aaron,2017.0,"Action, Adventure",0,,,,,,,,Adventure
Slingshot Puzzle,2017.0,Puzzle,0,,,,,,,,Puzzle
Invisibox,2017.0,Puzzle,70,,2.0,9.0,5.5,,,,Puzzle
Gift To Humanity,2017.0,"Action, Adventure",0,,,,,,,,Adventure
The Psychotron,,"First-Person, Action, Adventure",0,,,,,,,,Adventure
Toy Shop,2008.0,Strategy/Tactical,0,,,,,,,,Strategy/Tactical
8 Links,2018.0,Puzzle,0,0.33,,,0.33,,,,Puzzle
Guitar Freaks 3rd Mix & DrumMania 2nd Mix,2000.0,Music/Rhythm,0,,,,,,,,Music/Rhythm
YUME,2021.0,,0,,,,,,,,
ReStreamed,2020.0,"First-Person, Horror",60,0.7,,,0.7,,,,Horror
Neuro,2006.0,"First-Person, Shooter",20,,,6.5,6.5,,,,Shooter
Gaia no Monshou,,Strategy/Tactical,0,,,,,,,,Strategy/Tactical
Ork,,"Action, Platform",0,,,,,,,,Action
Kalin no Tsurugi,1987.0,,0,,,,,,,,
NBA Jam 99,1998.0,Sports,80,,,,,,,,Sports
Europe Racer,2001.0,Racing/Driving,50,3.0,,,3.0,,,,Racing/Driving
Mirage Online Classic,2019.0,,0,,,,,,,,
Number Jumble,,,0,,,,,,,,
Hasbro Family Fun Pack,,Board Game,45,4.87,,,4.87,,,,Board Game
Bandit Kings of Ancient China,1988.0,Turn-Based,0,,,,,,,,Turn-Based
F-22 Raptor,1997.0,,70,,,,,,,,
Airport Mania: First Flight,2010.0,,0,,9.97,10.5,10.23,,,,
NBA Inside Drive 2004,2003.0,"Simulation, Sports",80,,,,,,,,Simulation
Bleach: Heat the Soul 2,2005.0,Fighting,75,6.0,,,6.0,,,,Fighting
Bully Beatdown,2018.0,Beat em Up,0,1.43,,,1.43,,,,Beat em Up
The Dragons' Twilight,2017.0,Role-Playing,75,,19.17,8.57,13.87,,,,Role-Playing
Locomotion,2019.0,Puzzle,90,,,8.12,8.12,,,,Puzzle
Reflecting Fate,2017.0,"Action, Adventure",30,,,,,,,,Adventure
Formless Adventure,2017.0,"Adventure, Platform",0,,,,,,,,Adventure
phoToq,2021.0,"Side, Horror",50,,1.4,,1.4,,,,Horror
The Cabin: VR Escape the Room,2017.0,"Virtual Reality, Adventure",0,1.25,,,1.25,,,,Adventure
Fight of Steel: Infinity Warrior,2022.0,Fighting,0,,,,,,,,Fighting
Porno Studio Tycoon,2016.0,Simulation,0,6.47,,,6.47,,,,Simulation
Mord im Laufrad,,Adventure,0,,,,,,,,Adventure
Hero's Adventure,,"Third-Person, Top-Down, Turn-Based, Adventure",80,0.03,,0.03,0.03,,,,Adventure
Super Vadimka,2021.0,,100,,,,,,,,
Urban Voyeur,,,60,4.62,,,4.62,,,,
Air Raid,,Action,0,,,,,,,,Action
We Cheer 2,2009.0,Music/Rhythm,0,,,,,,,,Music/Rhythm
ASTROKILL,2016.0,Action,0,,,,,,,,Action
Marie Antoinette's Solitaire,2020.0,Card Game,0,,,,,,,,Card Game
Victory,,,0,,,,,,,,
Headlines from the Deep,2021.0,"First-Person, Adventure",70,0.13,0.22,0.18,0.18,,,,Adventure
Superlite 1500 F1 Grand Prix,,"Management, Racing/Driving",0,,,,,,,,Management
Shrooms,2015.0,"Action, Survival",0,,,,,,,,Action
Sqrxz,2015.0,"Side, Scrolling, Platform",0,,,,,,,,Platform
Tetris Party Deluxe,2010.0,Puzzle,82,0.88,,,0.88,,,,Puzzle
Gulf War II,,Shooter,0,,,,,,,,Shooter
Brutalism,2018.0,"First-Person, Action, Adventure",0,,,,,,,,Adventure
TAL: Arctic 2,2018.0,,0,,,0.68,0.68,,,,
Fantastic Voyage,,Action,70,,,0.13,0.13,,,,Action
Kodomo no Tame no Yomi Kikase: Ehon de Asobou 1-Kan,2006.0,Visual Novel,20,,,2.25,2.25,,,,Visual Novel
Solaroids: Prologue,2017.0,,0,,,,,,,,
Azada,,Puzzle,80,,,5.37,5.37,,,,Puzzle
Whirlpool,2017.0,Adventure,0,,,,,,,,Adventure
Stone Age,,,0,,,,,,,,
Bishoujo Mangekyou -Norowareshi Densetsu no Shoujo-,2016.0,,73,6.87,3.42,5.0,5.08,,,,
Transport Tycoon Deluxe,,,88,21.67,,,21.67,,,,
Captain Impostor,,"Top-Down, Shooter",0,,,,,,,,Shooter
Last Fort,2018.0,,30,,,0.2,0.2,,,,
Mini Carnival,2013.0,Action,30,,,,,,,,Action
Some Like It Hot: Chapter 0,,,0,0.33,,0.93,0.63,,,,
Party Line: Hard Hat,,,0,,,,,,,,
Frog Hop,2017.0,Platform,0,,2.0,,2.0,0.38,0.38,0.38,Platform
The Tower,2014.0,"First-Person, Adventure",0,1.38,,,1.38,,,,Adventure
M.U.D.S. - Mean Ugly Dirty Sport,,Sports,0,,,,,,,,Sports
Decay,2010.0,,0,,,,,,,,
Corpse of Discovery,2015.0,Adventure,51,2.53,3.1,2.57,2.63,,,,Adventure
Sabre Wulf,,"Action, Adventure",39,0.92,2.33,0.85,1.0,,,,Adventure
16 Bit Arena,2015.0,"Turn-Based, Role-Playing",0,,,,,,,,Turn-Based
96,2020.0,,80,1.23,,1.8,1.42,,,,
Espionage,2015.0,"Top-Down, Action",0,,,,,,,,Action
Jetstream,2019.0,"Top-Down, Puzzle",70,,,5.4,5.4,,,,Puzzle
Philia: The Sequel to Elansar,,"Point-and-Click, Adventure",50,,,,,,,,Adventure
Millennium Auction,,"Simulation, Strategy",0,,,,,,,,Simulation
Kinect Fun Labs: Mutation Station,2011.0,,30,,,0.42,0.42,,,,
Task Force Delta - Afghanistan,2021.0,"First-Person, Action, Shooter",0,,,,,,,,Shooter
Tower of Dragonasia,2019.0,Action,0,,,0.55,0.55,,,,Action
Whirlybird,,Action,0,,,,,,,,Action
Heldric: The legend of the shoemaker,2014.0,"Hack and Slash, Tower Defense",70,6.0,,,6.0,,,,Hack and Slash
MenheRafflesia,,Role-Playing,0,,,4.25,4.25,,,,Role-Playing
Kargon,,"Action, Role-Playing",0,,,,,,,,Action
Crystal Dragon,,Role-Playing,0,,,,,,,,Role-Playing
Death of Rose,,Horror,0,,,,,,,,Horror
Gear Works,,"Top-Down, Puzzle",0,11.07,,,11.07,,,,Puzzle
Hex-Up,2017.0,Puzzle,0,0.85,,1.28,1.1,,,,Puzzle
Business Clicker,2018.0,,10,2.0,,,2.0,,,,
Battle for Orion 2,2017.0,Strategy,0,,,,,,,,Strategy
Pop Breaker,1991.0,"Scrolling, Shooter",70,5.0,,,5.0,,,,Shooter
Aquila Bird Flight Simulator,2017.0,"Virtual Reality, Simulation",0,,,,,,,,Virtual Reality
The Wake,,"Virtual Reality, Action",0,,,,,,,,Action
Bishojo Mangekyo Kotowari to Meikyu no Shojo,2021.0,Visual Novel,0,,,,,,,,Visual Novel
Phobia,2017.0,Action,0,,,,,,,,Action
TV Sports Football,,Sports,0,,,,,,,,Sports
Way of Redemption,2017.0,Action,60,,,15.5,15.5,,,,Action
RunningDead,2017.0,Puzzle,0,,,,,,,,Puzzle
Trump Simulator 2017,2017.0,Simulation,0,,,,,,,,Simulation
Metris Soccer,,Sports,0,,,,,,,,Sports
PIGMENTUM,2017.0,,20,,,0.2,0.2,,,,
Traiteur,2017.0,"First-Person, Adventure",0,,,,,,,,Adventure
Rain on Your DLC,2021.0,,50,,,,,,,,
Basil the Great Mouse Detective,,Adventure,0,,,,,,,,Adventure
Wild West Shootout,2010.0,"First-Person, On-Rails, Shooter",0,,,,,,,,Shooter
Korg DS-10 Synthesizer,2008.0,,0,,,,,,,,
The Mine,,"Action, Platform",0,,,,,,,,Action
SILICON RISING,2020.0,"Virtual Reality, Adventure, Shooter",60,,,,,,,,Adventure
Quik the Thunder Rabbit,,,0,,,,,,,,
Spike's Peak,,Platform,0,,,,,,,,Platform
Scrap Metal,2010.0,Car Combat,55,7.55,,,7.55,,,,Car Combat
No Escape!,,Action,0,,,,,,,,Action
Dumb Ways to Die 2: The Games,2014.0,,77,,,,,,,,
SoniPro,2014.0,Music/Rhythm,0,,,,,,,,Music/Rhythm
Stay Safe,2018.0,,70,,2.67,,2.67,,,,
Coderunner,,Adventure,0,1.95,,,1.95,,,,Adventure
24: Special Ops,2009.0,,0,1.1,,,1.1,,,,
Marvel End Time Arena,,,0,,,,,,,,
Round Ways,2018.0,Strategy,0,,,,,,,,Strategy
Tactera,2017.0,,90,4.0,,,4.0,,,,
TEVA,2018.0,Beat em Up,40,,,6.13,6.13,,,,Beat em Up
Captain Forever Trilogy,2018.0,"Top-Down, Shooter",100,,,,,,,,Shooter
Battle Royale Trainer,2018.0,"First-Person, Shooter",0,,,,,,,,Shooter
PAPA'S TIME MACHINE,2018.0,"Action, Adventure",0,,,,,,,,Adventure
Sea of Fatness,2017.0,,0,,,,,,,,
Plunderland,,,0,,,,,,,,
JetmanGo,2017.0,"First-Person, Shooter",0,,,,,,,,Shooter
Bubble Cat,,Puzzle,0,12.4,,,12.4,,,,Puzzle
Sidewinder Max,2000.0,"Action, Flight",0,,,,,,,,Action
The Eigengrau Menagerie,2015.0,Adventure,0,,,,,,,,Adventure
Making History: The Great War,2015.0,"Simulation, Strategy",70,,,,,,,,Simulation
Atic Atac,,"Action, Adventure",55,0.55,1.55,2.28,1.35,0.03,0.03,0.03,Adventure
DGU,2015.0,"Action, Adventure",0,,,,,,,,Adventure
A Hell of a Journey,2021.0,,0,,,,,,,,
Kinect Fun Labs: Bobble Head,2011.0,,37,,,0.65,0.65,,,,
Katana Kata,2021.0,"Action, Adventure",0,,,,,,,,Adventure
Transmission,2014.0,Puzzle,0,1.85,2.35,,2.1,,,,Puzzle
Arctic,,Puzzle,0,4.12,,,4.12,,,,Puzzle
Obliterator,,"Action, Platform",0,,,,,,,,Action
Nintendo 3DS Guide: Louvre,2013.0,"Point-and-Click, Educational, Interactive Art",0,100.0,,,100.0,,,,Point-and-Click
Dragon Lord,,Strategy,0,,8.0,,8.0,,,,Strategy
Tappingo,2014.0,"Puzzle, Strategy",68,5.85,,6.68,6.57,,,,Puzzle
Against The Moon,2020.0,"Turn-Based, Strategy/Tactical",0,,,,,,,,Turn-Based
Dead Zone,1986.0,"First-Person, Adventure",0,,,,,,,,Adventure
Dungelot,,"Puzzle, Roguelike",85,4.5,7.0,,5.75,,,,Puzzle
The Siege of the Necromancer,,Role-Playing,0,,,,,,,,Role-Playing
Stellar Commanders,2019.0,,0,,,,,,,,
Miscrits,,,75,,,,,,,,
Dead By Murder,2017.0,,0,,,,,,,,
Heroes of Arzar,2018.0,Card Game,0,,,,,,,,Card Game
RoboMatch,2017.0,Role-Playing,0,,,,,,,,Role-Playing
Pichon,2018.0,"Platform, Puzzle",70,,,1.37,1.37,,,,Platform
SimHealth,,Simulation,0,,,,,,,,Simulation
Masked Forces: Zombie Survival,2017.0,Action,35,,,0.57,0.57,,,,Action
Help Me Fly,,Puzzle,0,,,,,,,,Puzzle
Minecraft: Story Mode - Season Two: Episode 1 - Hero in Residence,2017.0,"Point-and-Click, Adventure",78,2.02,1.88,2.0,2.0,,,,Adventure
Blackwater Bayou VR,2017.0,Role-Playing,0,,,,,,,,Role-Playing
The Bragger's Club,2018.0,,0,,,,,,,,
Movie,,Adventure,0,,,,,,,,Adventure
To the Home,,,0,,,,,,,,
Ciel Nosurge DX,2021.0,"Third-Person, Role-Playing",0,,,,,,,,Role-Playing
Inazuma Eleven SD,2020.0,Sports,70,,,,,,,,Sports
Crazy Cars,,"Third-Person, On-Rails, Arcade",20,1.08,,,1.08,,,,On-Rails
Temporal Temple,2016.0,"Platform, Shooter",0,,,,,,,,Shooter
Professor Lupo: Ocean,2020.0,"Point-and-Click, Adventure",0,,,,,,,,Adventure
Zero Hour,2021.0,,0,,,,,,,,
Gladiators Online: Death Before Dishonor,2015.0,"Massively Multiplayer, Action",0,,,,,,,,Action
Deflektor,,,0,,,,,,,,
Bad Caterpillar,2016.0,Action,70,,,1.37,1.37,,,,Action
ESPN Winter X-Games Snowboarding,2000.0,Sports,0,,,,,,,,Sports
Suspect,1984.0,"Text, Adventure",0,2.25,,5.0,3.17,,,,Adventure
Midnight Racing,2022.0,Racing/Driving,0,,,,,,,,Racing/Driving
Champion Soccer,,Sports,0,,,,,,,,Sports
Lavender,2019.0,,0,,,,,,,,
A Wave of Lights,2020.0,,0,,,,,,,,
Double Fine Happy Action Theater,2012.0,,60,1.0,,2.0,1.5,,,,
Barbarous: Tavern of Emyr,2020.0,Strategy/Tactical,70,,,6.75,6.75,,,,Strategy/Tactical
TWWWR,2020.0,"Top-Down, Scrolling, Action, Adventure, Platform",60,1.5,3.15,3.58,2.57,,,,Adventure
Reversi,,,0,,,,,,,,
Demons Age,2017.0,,40,,,,,,,,
Yokai Dochuki,,"Side, Real-Time, Action, Arcade, Platform",0,,,,,,,,Action
The Trouble With Robots,,"Scrolling, Action, Strategy",83,3.0,7.72,,6.15,,,,Action
Great Basketball,,Sports,50,2.03,,,2.03,,,,Sports
Super Jigsaw Puzzle: Monuments,2018.0,Puzzle,0,,,30.0,30.0,,,,Puzzle
Invasion,2018.0,,0,,,,,,,,
Azrael's Tear,,Role-Playing,90,9.6,,,9.6,,,,Role-Playing
"Burn, Clown, Burn!",2017.0,,0,,,,,,,,
UFC Personal Trainer,2011.0,Sports,0,,,,,,,,Sports
Shieldwall Chronicles: Swords of the North,2018.0,Role-Playing,0,,,,,,,,Role-Playing
The King of Fighters Android,,Fighting,90,0.3,,,0.3,,,,Fighting
Panzer General II,1997.0,Turn based strategy,80,12.83,,,12.83,,,,Turn based strategy
Blade Runner: Revelations,2018.0,Virtual Reality,0,,,,,,,,Virtual Reality
The Glass Staircase,2019.0,"Action, Adventure",50,1.9,,,1.9,,,,Adventure
Super BurgerTime,,,55,0.72,,,0.72,,,,
The Secrets of The Forest,2018.0,,0,,,,,,,,
Professional Underground League of Pain,1997.0,Sports,0,,,,,,,,Sports
Stories In Stone,2018.0,"Adventure, Role-Playing",0,,,,,,,,Adventure
Train Station Simulator,2017.0,Simulation,40,12.0,,,12.0,,,,Simulation
San Francisco Rush: The Rock - Alcatraz Edition,,,0,,,,,,,,
&: Sora no Mukou de Saki Masuyou ni,2012.0,Visual Novel,0,,,,,,,,Visual Novel
Taito Grand Prix: Eikou he no Licence,1987.0,"Third-Person, Racing, Role-Playing",0,,,,,,,,Racing
Akuya,2016.0,Adventure,0,,,,,,,,Adventure
Tracks of Triumph: Good Old Times,2017.0,"Scrolling, Shooter",20,,,5.0,5.0,,,,Shooter
Flame of Memory,2017.0,Strategy,0,,,,,,,,Strategy
VR Snowballs,2016.0,"Virtual Reality, Shooter",0,,,,,,,,Shooter
Nonstop Knight,,,50,,,,,,,,
Itadaki Street: Dragon Quest and Final Fantasy 30th Anniversary,2017.0,Party,0,,,,,,,,Party
Smith and Winston,2019.0,"Action, Adventure",0,,,,,,,,Adventure
Turtles,,"Action, Puzzle",0,,,,,,,,Action
Ultimate Pinball,,Pinball,0,,,,,,,,Pinball
Sorcerer,1984.0,"Text, Adventure",0,,4.67,,4.67,,,,Adventure
Island of the Lizard King,,Role-Playing,70,2.25,,,2.25,,,,Role-Playing
Total War: Arena,,Strategy,55,,,,,,,,Strategy
Scarab Tales,2015.0,Strategy,0,,,8.0,8.0,,,,Strategy
ADD,2021.0,,0,1.33,,,1.33,,,,
Memory Lane,2020.0,Puzzle,30,0.05,,0.17,0.13,,,,Puzzle
Finding Nemo: Nemo's Underwater World of Fun,2003.0,Puzzle,20,3.0,,5.48,4.65,,,,Puzzle
Graham Gooch World Class Cricket,,,0,,,,,,,,
Abandoned Places 2,,Role-Playing,0,,50.0,,50.0,,,,Role-Playing
Crayon Shin-Chan: Arashi o Yobu - Nendororo~n Daihenshin,2009.0,"Action, Platform",70,5.62,,,5.62,,,,Action
Creatio Ex Nihilo: Aition,2018.0,Role-Playing,0,,,,,,,,Role-Playing
Turtle Ship,,"Side, Scrolling, Shooter",0,0.33,,,0.33,,,,Shooter
Dream Hard,,Action,0,0.28,,,0.28,,,,Action
GA - Geijutsuka Art Design Class: Slapstick Wonder Land,2010.0,Visual Novel,90,,,,,,,,Visual Novel
Devil in the Pines,2017.0,"Horror, Survival",0,,,,,,,,Horror
Dungeon Fray,,"Puzzle, Roguelike",0,,,,,,,,Puzzle
Bollywood Wannabe,,Music/Rhythm,0,,,,,,,,Music/Rhythm
Soldier Girl Amazon,,,0,0.33,,,0.33,,,,
Good Knight Story,2016.0,Puzzle,65,14.78,,,14.78,,,,Puzzle
Entropy Rising,2015.0,"Action, Puzzle",0,5.52,,,5.52,,,,Action
The Lurking Horror,1987.0,"Text, Adventure",80,,,9.0,9.0,,,,Adventure
Adventure Construction Set,,Adventure,0,,13.0,,13.0,,,,Adventure
Delta Squad,2019.0,"Top-Down, Action",20,,,6.5,6.5,,,,Action
FunTown Mahjong,2009.0,"Board Game, Card Game",0,,,,,,,,Board Game
Spirit Roots,2019.0,Platform,0,,5.17,,5.17,,,,Platform
Knight Rider Special,1989.0,Role-Playing,0,,,,,,,,Role-Playing
Sonar Beat,2019.0,,0,1.75,2.5,3.12,2.45,,,,
The Keys to Maramon,,,0,,5.0,,5.0,,,,
Animal Rescue,2010.0,Educational,0,,,1.27,1.27,,,,Educational
CLASSIC GAME,2017.0,"Top-Down, Adventure, Role-Playing",70,,,,,,,,Adventure
Adventures of Max Fax: Episode 1,2013.0,"Point-and-Click, Third-Person, Adventure",50,0.57,,,0.57,,,,Adventure
Twin Falcons,,"Side, Shooter",0,,,,,,,,Shooter
